epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,129.999,0.70184,1.15389,0.84009,0.98495,0.8125,0.88757,0.7162,0.60653,1.14977,0.78795,0.0007625,0.0007625,0.0007625
27,134.819,0.69559,0.94801,0.8296,1,0.83689,0.88835,0.7073,0.68246,0.81343,0.81534,0.000713,0.000713,0.000713
28,139.709,0.82941,1.12605,0.9885,0.93046,0.83652,0.89576,0.75805,0.57492,0.8101,0.76892,0.0006635,0.0006635,0.0006635
29,144.617,0.69096,0.9841,0.85481,0.94235,0.8125,0.88971,0.75208,0.57682,0.85114,0.75002,0.000614,0.000614,0.000614
30,149.536,0.82168,1.27336,0.95646,0.90448,0.88794,0.89489,0.70896,0.58402,0.94921,0.76464,0.0005645,0.0005645,0.0005645
31,155.653,0.50086,0.88479,0.6297,0.96012,0.84375,0.89621,0.75339,0.53274,0.87713,0.74451,0.000515,0.000515,0.000515
32,160.549,0.58528,0.8802,0.68292,0.98566,0.8125,0.8911,0.7509,0.54652,1.33553,0.75602,0.0004655,0.0004655,0.0004655
33,165.379,0.55444,0.71501,0.65208,0.93497,0.89881,0.90245,0.75657,0.55091,1.11512,0.76628,0.000416,0.000416,0.000416
34,170.164,0.418,0.79845,0.54193,0.97907,0.78125,0.89751,0.74759,0.54765,1.03321,0.75705,0.0003665,0.0003665,0.0003665
35,175.035,0.53513,0.66364,0.64006,0.98052,0.8125,0.89715,0.75194,0.51982,1.48087,0.74455,0.000317,0.000317,0.000317
36,179.824,0.45226,0.60322,0.58131,0.96418,0.84125,0.90507,0.7437,0.54023,1.03938,0.7412,0.0002675,0.0002675,0.0002675
37,184.603,0.46693,0.59061,0.61134,0.87659,0.875,0.9036,0.75685,0.50572,1.28684,0.73247,0.000218,0.000218,0.000218
38,189.335,0.45853,0.77966,0.58792,0.86514,0.90625,0.89299,0.76298,0.48456,1.33125,0.73,0.0001685,0.0001685,0.0001685
39,194.13,0.38249,0.57371,0.53579,0.916,0.8125,0.89736,0.76886,0.48235,1.13857,0.72398,0.000119,0.000119,0.000119
40,199.118,0.52022,0.68021,0.69783,0.87043,0.875,0.90612,0.77465,0.46756,1.1743,0.72335,6.95e-05,6.95e-05,6.95e-05
